Date,Income,Extra Income,Total Expenses,Extra Expenses,Balance,Mortgage,Car,Food,Leisure,Utilities,Other
2022-10-16 18:26:08.718704,€0.00,€0.00,€23.77,€0.00,€26272.60,€0.00,€0.00,€0.00,€14.23,€0.00,€9.54
2022-10-17 18:26:08.718704,€0.00,€0.00,€22.69,€0.00,€26249.91,€0.00,€0.00,€0.00,€13.09,€0.00,€9.61
2022-10-18 18:26:08.718704,€0.00,€0.00,€23.37,€0.00,€26226.53,€0.00,€0.00,€0.00,€14.72,€0.00,€8.66
2022-10-19 18:26:08.718704,€0.00,€0.00,€20.14,€0.00,€26206.40,€0.00,€0.00,€0.00,€13.25,€0.00,€6.88
2022-10-20 18:26:08.718704,€0.00,€0.00,€20.80,€0.00,€26185.60,€0.00,€0.00,€0.00,€13.96,€0.00,€6.84
2022-10-21 18:26:08.718704,€0.00,€0.00,€25.04,€0.00,€26160.56,€0.00,€0.00,€0.00,€14.11,€0.00,€10.93
2022-10-22 18:26:08.718704,€0.00,€0.00,€137.83,€0.00,€26022.73,€0.00,€0.00,€115.41,€13.25,€0.00,€9.17
2022-10-23 18:26:08.718704,€0.00,€0.00,€23.86,€0.00,€25998.87,€0.00,€0.00,€0.00,€14.75,€0.00,€9.11
2022-10-24 18:26:08.718704,€0.00,€0.00,€23.98,€0.00,€25974.89,€0.00,€0.00,€0.00,€14.66,€0.00,€9.32
2022-10-25 18:26:08.718704,€0.00,€0.00,€21.68,€0.00,€25953.21,€0.00,€0.00,€0.00,€13.44,€0.00,€8.24
2022-10-26 18:26:08.718704,€0.00,€0.00,€23.58,€0.00,€25929.63,€0.00,€0.00,€0.00,€14.22,€0.00,€9.36
2022-10-27 18:26:08.718704,€0.00,€0.00,€25.80,€0.00,€25903.84,€0.00,€0.00,€0.00,€15.94,€0.00,€9.86
2022-10-28 18:26:08.718704,€0.00,€0.00,€24.95,€0.00,€25878.89,€0.00,€0.00,€0.00,€15.45,€0.00,€9.50
2022-10-29 18:26:08.718704,€0.00,€0.00,€23.36,€0.00,€25855.53,€0.00,€0.00,€0.00,€13.45,€0.00,€9.91
2022-10-30 18:26:08.718704,€0.00,€0.00,€26.02,€0.00,€25829.51,€0.00,€0.00,€0.00,€15.79,€0.00,€10.23
2022-10-31 18:26:08.718704,€0.00,€0.00,€0.00,€0.00,€25829.51,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00
2022-11-01 18:26:08.718704,€5300.90,€0.00,€178.01,€0.00,€30952.39,€0.00,€0.00,€154.83,€12.64,€0.00,€10.55
2022-11-02 18:26:08.718704,€0.00,€0.00,€22.84,€0.00,€30929.56,€0.00,€0.00,€0.00,€12.96,€0.00,€9.88
2022-11-03 18:26:08.718704,€0.00,€0.00,€24.80,€0.00,€30904.75,€0.00,€0.00,€0.00,€15.56,€0.00,€9.25
2022-11-04 18:26:08.718704,€0.00,€0.00,€20.69,€0.00,€30884.06,€0.00,€0.00,€0.00,€11.34,€0.00,€9.35
2022-11-05 18:26:08.718704,€0.00,€0.00,€786.57,€0.00,€30097.49,€761.45,€0.00,€0.00,€15.44,€0.00,€9.68
2022-11-06 18:26:08.718704,€0.00,€0.00,€24.03,€0.00,€30073.46,€0.00,€0.00,€0.00,€13.80,€0.00,€10.23
2022-11-07 18:26:08.718704,€0.00,€0.00,€23.76,€0.00,€30049.70,€0.00,€0.00,€0.00,€13.13,€0.00,€10.63
2022-11-08 18:26:08.718704,€0.00,€0.00,€163.01,€0.00,€29886.68,€0.00,€0.00,€139.11,€14.27,€0.00,€9.63
2022-11-09 18:26:08.718704,€0.00,€0.00,€21.93,€0.00,€29864.76,€0.00,€0.00,€0.00,€13.53,€0.00,€8.40
2022-11-10 18:26:08.718704,€0.00,€0.00,€436.61,€0.00,€29428.15,€0.00,€412.37,€0.00,€14.14,€0.00,€10.10
2022-11-11 18:26:08.718704,€0.00,€0.00,€23.51,€0.00,€29404.64,€0.00,€0.00,€0.00,€13.79,€0.00,€9.72
2022-11-12 18:26:08.718704,€0.00,€0.00,€21.47,€0.00,€29383.17,€0.00,€0.00,€0.00,€12.47,€0.00,€8.99
2022-11-13 18:26:08.718704,€0.00,€0.00,€22.67,€0.00,€29360.50,€0.00,€0.00,€0.00,€14.43,€0.00,€8.23
2022-11-14 18:26:08.718704,€0.00,€0.00,€22.28,€0.00,€29338.23,€0.00,€0.00,€0.00,€13.20,€0.00,€9.08
2022-11-15 18:26:08.718704,€0.00,€0.00,€507.24,€0.00,€28830.99,€0.00,€0.00,€170.86,€15.49,€311.16,€9.74
2022-11-16 18:26:08.718704,€0.00,€0.00,€23.52,€0.00,€28807.46,€0.00,€0.00,€0.00,€13.06,€0.00,€10.47
2022-11-17 18:26:08.718704,€0.00,€0.00,€25.34,€0.00,€28782.12,€0.00,€0.00,€0.00,€15.94,€0.00,€9.40
2022-11-18 18:26:08.718704,€0.00,€0.00,€21.60,€0.00,€28760.52,€0.00,€0.00,€0.00,€13.65,€0.00,€7.95
2022-11-19 18:26:08.718704,€0.00,€0.00,€23.90,€0.00,€28736.61,€0.00,€0.00,€0.00,€14.61,€0.00,€9.30
2022-11-20 18:26:08.718704,€0.00,€0.00,€23.97,€0.00,€28712.64,€0.00,€0.00,€0.00,€15.99,€0.00,€7.98
2022-11-21 18:26:08.718704,€0.00,€0.00,€22.03,€0.00,€28690.60,€0.00,€0.00,€0.00,€12.93,€0.00,€9.10
2022-11-22 18:26:08.718704,€0.00,€0.00,€163.39,€0.00,€28527.21,€0.00,€0.00,€140.44,€14.23,€0.00,€8.72
2022-11-23 18:26:08.718704,€0.00,€0.00,€22.83,€0.00,€28504.38,€0.00,€0.00,€0.00,€13.71,€0.00,€9.12
2022-11-24 18:26:08.718704,€0.00,€0.00,€24.78,€0.00,€28479.60,€0.00,€0.00,€0.00,€14.31,€0.00,€10.47
2022-11-25 18:26:08.718704,€0.00,€0.00,€23.10,€0.00,€28456.50,€0.00,€0.00,€0.00,€14.77,€0.00,€8.33
2022-11-26 18:26:08.718704,€0.00,€0.00,€22.53,€0.00,€28433.97,€0.00,€0.00,€0.00,€14.15,€0.00,€8.39
2022-11-27 18:26:08.718704,€0.00,€0.00,€24.15,€0.00,€28409.82,€0.00,€0.00,€0.00,€14.96,€0.00,€9.18
2022-11-28 18:26:08.718704,€0.00,€0.00,€23.59,€0.00,€28386.23,€0.00,€0.00,€0.00,€14.04,€0.00,€9.56
2022-11-29 18:26:08.718704,€0.00,€0.00,€20.81,€0.00,€28365.42,€0.00,€0.00,€0.00,€12.21,€0.00,€8.60
2022-11-30 18:26:08.718704,€0.00,€0.00,€22.57,€0.00,€28342.85,€0.00,€0.00,€0.00,€14.15,€0.00,€8.42
2022-12-01 18:26:08.718704,€5217.55,€2373.64,€150.70,€0.00,€35783.34,€0.00,€0.00,€124.98,€16.49,€0.00,€9.22
2022-12-02 18:26:08.718704,€0.00,€0.00,€22.82,€0.00,€35760.52,€0.00,€0.00,€0.00,€12.96,€0.00,€9.86
2022-12-03 18:26:08.718704,€0.00,€0.00,€23.52,€0.00,€35737.00,€0.00,€0.00,€0.00,€13.14,€0.00,€10.38
2022-12-04 18:26:08.718704,€0.00,€0.00,€23.30,€0.00,€35713.70,€0.00,€0.00,€0.00,€13.35,€0.00,€9.94
2022-12-05 18:26:08.718704,€0.00,€0.00,€866.42,€0.00,€34847.28,€841.85,€0.00,€0.00,€15.55,€0.00,€9.02
2022-12-06 18:26:08.718704,€0.00,€0.00,€20.40,€0.00,€34826.88,€0.00,€0.00,€0.00,€12.99,€0.00,€7.41
2022-12-07 18:26:08.718704,€0.00,€0.00,€23.01,€0.00,€34803.86,€0.00,€0.00,€0.00,€15.53,€0.00,€7.48
2022-12-08 18:26:08.718704,€0.00,€0.00,€169.86,€0.00,€34634.00,€0.00,€0.00,€145.23,€15.20,€0.00,€9.44
2022-12-09 18:26:08.718704,€0.00,€0.00,€26.63,€0.00,€34607.37,€0.00,€0.00,€0.00,€17.68,€0.00,€8.95
2022-12-10 18:26:08.718704,€0.00,€0.00,€415.32,€0.00,€34192.05,€0.00,€392.81,€0.00,€13.64,€0.00,€8.87
2022-12-11 18:26:08.718704,€0.00,€0.00,€22.46,€0.00,€34169.59,€0.00,€0.00,€0.00,€13.72,€0.00,€8.74
2022-12-12 18:26:08.718704,€0.00,€0.00,€23.76,€0.00,€34145.83,€0.00,€0.00,€0.00,€15.37,€0.00,€8.39
2022-12-13 18:26:08.718704,€0.00,€0.00,€23.04,€0.00,€34122.79,€0.00,€0.00,€0.00,€14.37,€0.00,€8.67
2022-12-14 18:26:08.718704,€0.00,€0.00,€21.57,€0.00,€34101.22,€0.00,€0.00,€0.00,€12.70,€0.00,€8.87
2022-12-15 18:26:08.718704,€0.00,€0.00,€447.02,€0.00,€33654.20,€0.00,€0.00,€158.99,€13.52,€265.04,€9.47
2022-12-16 18:26:08.718704,€0.00,€0.00,€20.36,€0.00,€33633.84,€0.00,€0.00,€0.00,€10.75,€0.00,€9.60
2022-12-17 18:26:08.718704,€0.00,€0.00,€22.87,€0.00,€33610.97,€0.00,€0.00,€0.00,€13.47,€0.00,€9.40
2022-12-18 18:26:08.718704,€0.00,€0.00,€23.53,€0.00,€33587.44,€0.00,€0.00,€0.00,€15.43,€0.00,€8.10
2022-12-19 18:26:08.718704,€0.00,€0.00,€24.26,€0.00,€33563.18,€0.00,€0.00,€0.00,€14.98,€0.00,€9.28
2022-12-20 18:26:08.718704,€0.00,€0.00,€22.74,€0.00,€33540.45,€0.00,€0.00,€0.00,€13.96,€0.00,€8.77
2022-12-21 18:26:08.718704,€0.00,€0.00,€22.07,€0.00,€33518.37,€0.00,€0.00,€0.00,€14.64,€0.00,€7.43
2022-12-22 18:26:08.718704,€0.00,€0.00,€161.80,€0.00,€33356.58,€0.00,€0.00,€137.77,€15.00,€0.00,€9.02
2022-12-23 18:26:08.718704,€0.00,€0.00,€21.78,€0.00,€33334.80,€0.00,€0.00,€0.00,€12.16,€0.00,€9.61
2022-12-24 18:26:08.718704,€0.00,€0.00,€19.99,€0.00,€33314.81,€0.00,€0.00,€0.00,€11.86,€0.00,€8.13
2022-12-25 18:26:08.718704,€0.00,€0.00,€24.81,€0.00,€33290.00,€0.00,€0.00,€0.00,€15.42,€0.00,€9.39
2022-12-26 18:26:08.718704,€0.00,€0.00,€22.92,€0.00,€33267.09,€0.00,€0.00,€0.00,€13.72,€0.00,€9.20
2022-12-27 18:26:08.718704,€0.00,€0.00,€21.34,€0.00,€33245.75,€0.00,€0.00,€0.00,€11.76,€0.00,€9.58
2022-12-28 18:26:08.718704,€0.00,€0.00,€22.80,€0.00,€33222.94,€0.00,€0.00,€0.00,€13.14,€0.00,€9.66
2022-12-29 18:26:08.718704,€0.00,€0.00,€20.38,€0.00,€33202.56,€0.00,€0.00,€0.00,€12.46,€0.00,€7.93
2022-12-30 18:26:08.718704,€0.00,€0.00,€22.50,€0.00,€33180.06,€0.00,€0.00,€0.00,€12.40,€0.00,€10.10
2022-12-31 18:26:08.718704,€0.00,€0.00,€0.00,€0.00,€33180.06,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00
2023-01-01 18:26:08.718704,€4984.22,€0.00,€121.99,€0.00,€38042.29,€0.00,€0.00,€99.70,€13.41,€0.00,€8.87
2023-01-02 18:26:08.718704,€0.00,€0.00,€23.79,€0.00,€38018.49,€0.00,€0.00,€0.00,€14.27,€0.00,€9.53
2023-01-03 18:26:08.718704,€0.00,€0.00,€25.64,€0.00,€37992.86,€0.00,€0.00,€0.00,€15.56,€0.00,€10.08
2023-01-04 18:26:08.718704,€0.00,€0.00,€22.86,€0.00,€37969.99,€0.00,€0.00,€0.00,€13.33,€0.00,€9.53
2023-01-05 18:26:08.718704,€0.00,€0.00,€1069.42,€0.00,€36900.57,€1047.55,€0.00,€0.00,€12.56,€0.00,€9.30
2023-01-06 18:26:08.718704,€0.00,€0.00,€26.22,€0.00,€36874.36,€0.00,€0.00,€0.00,€15.53,€0.00,€10.68
2023-01-07 18:26:08.718704,€0.00,€0.00,€24.58,€0.00,€36849.78,€0.00,€0.00,€0.00,€15.04,€0.00,€9.54
2023-01-08 18:26:08.718704,€0.00,€0.00,€149.88,€0.00,€36699.90,€0.00,€0.00,€127.96,€13.76,€0.00,€8.16
2023-01-09 18:26:08.718704,€0.00,€0.00,€21.97,€0.00,€36677.92,€0.00,€0.00,€0.00,€12.76,€0.00,€9.22
2023-01-10 18:26:08.718704,€0.00,€0.00,€460.57,€0.00,€36217.35,€0.00,€435.95,€0.00,€14.51,€0.00,€10.12
2023-01-11 18:26:08.718704,€0.00,€0.00,€25.54,€0.00,€36191.81,€0.00,€0.00,€0.00,€15.45,€0.00,€10.09
2023-01-12 18:26:08.718704,€0.00,€0.00,€27.16,€0.00,€36164.65,€0.00,€0.00,€0.00,€16.93,€0.00,€10.23
2023-01-13 18:26:08.718704,€0.00,€0.00,€22.51,€0.00,€36142.14,€0.00,€0.00,€0.00,€14.49,€0.00,€8.02
2023-01-14 18:26:08.718704,€0.00,€0.00,€23.85,€0.00,€36118.29,€0.00,€0.00,€0.00,€14.17,€0.00,€9.67
2023-01-15 18:26:08.718704,€0.00,€0.00,€442.07,€0.00,€35676.22,€0.00,€0.00,€158.65,€13.31,€261.33,€8.78
2023-01-16 18:26:08.718704,€0.00,€0.00,€27.73,€0.00,€35648.49,€0.00,€0.00,€0.00,€17.04,€0.00,€10.69
2023-01-17 18:26:08.718704,€0.00,€0.00,€19.41,€0.00,€35629.09,€0.00,€0.00,€0.00,€11.40,€0.00,€8.01
2023-01-18 18:26:08.718704,€0.00,€0.00,€25.41,€0.00,€35603.67,€0.00,€0.00,€0.00,€17.02,€0.00,€8.39
2023-01-19 18:26:08.718704,€0.00,€0.00,€23.21,€0.00,€35580.47,€0.00,€0.00,€0.00,€14.46,€0.00,€8.75
2023-01-20 18:26:08.718704,€0.00,€0.00,€21.59,€0.00,€35558.88,€0.00,€0.00,€0.00,€13.93,€0.00,€7.66
2023-01-21 18:26:08.718704,€0.00,€0.00,€23.99,€0.00,€35534.89,€0.00,€0.00,€0.00,€15.69,€0.00,€8.30
2023-01-22 18:26:08.718704,€0.00,€0.00,€170.49,€0.00,€35364.40,€0.00,€0.00,€147.68,€13.30,€0.00,€9.51
2023-01-23 18:26:08.718704,€0.00,€0.00,€22.87,€0.00,€35341.53,€0.00,€0.00,€0.00,€13.58,€0.00,€9.29
2023-01-24 18:26:08.718704,€0.00,€0.00,€22.96,€0.00,€35318.57,€0.00,€0.00,€0.00,€14.27,€0.00,€8.70
2023-01-25 18:26:08.718704,€0.00,€0.00,€23.75,€0.00,€35294.82,€0.00,€0.00,€0.00,€14.59,€0.00,€9.16
2023-01-26 18:26:08.718704,€0.00,€0.00,€24.00,€0.00,€35270.83,€0.00,€0.00,€0.00,€13.47,€0.00,€10.53
2023-01-27 18:26:08.718704,€0.00,€0.00,€22.17,€0.00,€35248.65,€0.00,€0.00,€0.00,€13.20,€0.00,€8.97
2023-01-28 18:26:08.718704,€0.00,€0.00,€22.79,€0.00,€35225.86,€0.00,€0.00,€0.00,€13.47,€0.00,€9.32
2023-01-29 18:26:08.718704,€0.00,€0.00,€24.02,€0.00,€35201.84,€0.00,€0.00,€0.00,€13.74,€0.00,€10.28
2023-01-30 18:26:08.718704,€0.00,€0.00,€24.15,€0.00,€35177.69,€0.00,€0.00,€0.00,€15.82,€0.00,€8.33
2023-01-31 18:26:08.718704,€0.00,€0.00,€0.00,€0.00,€35177.69,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00
2023-02-01 18:26:08.718704,€4434.11,€0.00,€170.44,€0.00,€39441.36,€0.00,€0.00,€145.56,€16.20,€0.00,€8.67
2023-02-02 18:26:08.718704,€0.00,€0.00,€23.56,€0.00,€39417.80,€0.00,€0.00,€0.00,€13.54,€0.00,€10.02
2023-02-03 18:26:08.718704,€0.00,€0.00,€23.05,€0.00,€39394.75,€0.00,€0.00,€0.00,€13.94,€0.00,€9.11
2023-02-04 18:26:08.718704,€0.00,€0.00,€23.21,€0.00,€39371.54,€0.00,€0.00,€0.00,€13.98,€0.00,€9.23
2023-02-05 18:26:08.718704,€0.00,€0.00,€887.67,€0.00,€38483.87,€863.71,€0.00,€0.00,€14.21,€0.00,€9.75
2023-02-06 18:26:08.718704,€0.00,€0.00,€25.49,€0.00,€38458.38,€0.00,€0.00,€0.00,€15.92,€0.00,€9.57
2023-02-07 18:26:08.718704,€0.00,€0.00,€23.62,€0.00,€38434.76,€0.00,€0.00,€0.00,€14.35,€0.00,€9.27
2023-02-08 18:26:08.718704,€0.00,€0.00,€155.37,€0.00,€38279.39,€0.00,€0.00,€131.93,€14.53,€0.00,€8.92
2023-02-09 18:26:08.718704,€0.00,€0.00,€25.30,€0.00,€38254.09,€0.00,€0.00,€0.00,€15.72,€0.00,€9.57
2023-02-10 18:26:08.718704,€0.00,€0.00,€456.11,€0.00,€37797.98,€0.00,€434.81,€0.00,€13.62,€0.00,€7.69
2023-02-11 18:26:08.718704,€0.00,€0.00,€23.01,€0.00,€37774.98,€0.00,€0.00,€0.00,€14.98,€0.00,€8.03
2023-02-12 18:26:08.718704,€0.00,€0.00,€22.73,€0.00,€37752.25,€0.00,€0.00,€0.00,€13.82,€0.00,€8.91
2023-02-13 18:26:08.718704,€0.00,€0.00,€22.08,€0.00,€37730.17,€0.00,€0.00,€0.00,€13.05,€0.00,€9.03
2023-02-14 18:26:08.718704,€0.00,€0.00,€21.37,€0.00,€37708.80,€0.00,€0.00,€0.00,€12.93,€0.00,€8.44
2023-02-15 18:26:08.718704,€0.00,€0.00,€501.24,€0.00,€37207.56,€0.00,€0.00,€156.11,€13.52,€324.21,€7.39
2023-02-16 18:26:08.718704,€0.00,€0.00,€25.51,€0.00,€37182.05,€0.00,€0.00,€0.00,€17.22,€0.00,€8.29
2023-02-17 18:26:08.718704,€0.00,€0.00,€19.72,€0.00,€37162.33,€0.00,€0.00,€0.00,€10.13,€0.00,€9.60
2023-02-18 18:26:08.718704,€0.00,€0.00,€21.92,€0.00,€37140.41,€0.00,€0.00,€0.00,€13.28,€0.00,€8.64
2023-02-19 18:26:08.718704,€0.00,€0.00,€22.77,€0.00,€37117.63,€0.00,€0.00,€0.00,€14.02,€0.00,€8.76
2023-02-20 18:26:08.718704,€0.00,€0.00,€23.50,€0.00,€37094.13,€0.00,€0.00,€0.00,€15.36,€0.00,€8.13
2023-02-21 18:26:08.718704,€0.00,€0.00,€24.43,€0.00,€37069.70,€0.00,€0.00,€0.00,€12.54,€0.00,€11.89
2023-02-22 18:26:08.718704,€0.00,€0.00,€147.15,€0.00,€36922.55,€0.00,€0.00,€124.26,€13.48,€0.00,€9.41
2023-02-23 18:26:08.718704,€0.00,€0.00,€23.36,€0.00,€36899.19,€0.00,€0.00,€0.00,€14.81,€0.00,€8.55
2023-02-24 18:26:08.718704,€0.00,€0.00,€23.42,€0.00,€36875.77,€0.00,€0.00,€0.00,€13.44,€0.00,€9.98
2023-02-25 18:26:08.718704,€0.00,€0.00,€23.43,€0.00,€36852.34,€0.00,€0.00,€0.00,€13.76,€0.00,€9.67
2023-02-26 18:26:08.718704,€0.00,€0.00,€23.50,€0.00,€36828.84,€0.00,€0.00,€0.00,€12.68,€0.00,€10.82
2023-02-27 18:26:08.718704,€0.00,€0.00,€24.00,€0.00,€36804.84,€0.00,€0.00,€0.00,€14.33,€0.00,€9.67
2023-02-28 18:26:08.718704,€0.00,€0.00,€25.45,€0.00,€36779.39,€0.00,€0.00,€0.00,€16.14,€0.00,€9.31
2023-03-01 18:26:08.718704,€4075.29,€0.00,€164.27,€1492.58,€39197.83,€0.00,€0.00,€142.33,€12.24,€0.00,€9.69
2023-03-02 18:26:08.718704,€0.00,€0.00,€22.52,€0.00,€39175.30,€0.00,€0.00,€0.00,€14.34,€0.00,€8.18
2023-03-03 18:26:08.718704,€0.00,€0.00,€21.88,€0.00,€39153.42,€0.00,€0.00,€0.00,€13.72,€0.00,€8.16
2023-03-04 18:26:08.718704,€0.00,€0.00,€22.98,€0.00,€39130.44,€0.00,€0.00,€0.00,€14.22,€0.00,€8.76
2023-03-05 18:26:08.718704,€0.00,€0.00,€860.38,€0.00,€38270.06,€836.69,€0.00,€0.00,€14.41,€0.00,€9.28
2023-03-06 18:26:08.718704,€0.00,€0.00,€24.08,€0.00,€38245.99,€0.00,€0.00,€0.00,€14.69,€0.00,€9.38
2023-03-07 18:26:08.718704,€0.00,€0.00,€25.99,€0.00,€38219.99,€0.00,€0.00,€0.00,€17.39,€0.00,€8.61
2023-03-08 18:26:08.718704,€0.00,€0.00,€173.86,€0.00,€38046.13,€0.00,€0.00,€152.49,€12.59,€0.00,€8.78
2023-03-09 18:26:08.718704,€0.00,€0.00,€21.64,€0.00,€38024.49,€0.00,€0.00,€0.00,€13.32,€0.00,€8.32
2023-03-10 18:26:08.718704,€0.00,€0.00,€498.40,€0.00,€37526.09,€0.00,€473.84,€0.00,€14.39,€0.00,€10.18
2023-03-11 18:26:08.718704,€0.00,€0.00,€23.26,€0.00,€37502.83,€0.00,€0.00,€0.00,€14.58,€0.00,€8.69
2023-03-12 18:26:08.718704,€0.00,€0.00,€26.91,€0.00,€37475.92,€0.00,€0.00,€0.00,€16.31,€0.00,€10.61
2023-03-13 18:26:08.718704,€0.00,€0.00,€22.58,€0.00,€37453.34,€0.00,€0.00,€0.00,€13.67,€0.00,€8.91
2023-03-14 18:26:08.718704,€0.00,€0.00,€23.39,€0.00,€37429.95,€0.00,€0.00,€0.00,€14.88,€0.00,€8.51
2023-03-15 18:26:08.718704,€0.00,€0.00,€409.35,€0.00,€37020.60,€0.00,€0.00,€124.60,€14.36,€261.21,€9.18
2023-03-16 18:26:08.718704,€0.00,€0.00,€27.33,€0.00,€36993.28,€0.00,€0.00,€0.00,€17.20,€0.00,€10.12
2023-03-17 18:26:08.718704,€0.00,€0.00,€26.06,€0.00,€36967.21,€0.00,€0.00,€0.00,€15.42,€0.00,€10.65
2023-03-18 18:26:08.718704,€0.00,€0.00,€25.00,€0.00,€36942.22,€0.00,€0.00,€0.00,€14.29,€0.00,€10.71
2023-03-19 18:26:08.718704,€0.00,€0.00,€19.68,€0.00,€36922.54,€0.00,€0.00,€0.00,€10.90,€0.00,€8.78
2023-03-20 18:26:08.718704,€0.00,€0.00,€24.84,€0.00,€36897.70,€0.00,€0.00,€0.00,€14.89,€0.00,€9.94
2023-03-21 18:26:08.718704,€0.00,€0.00,€23.53,€0.00,€36874.17,€0.00,€0.00,€0.00,€12.97,€0.00,€10.55
2023-03-22 18:26:08.718704,€0.00,€0.00,€181.59,€0.00,€36692.58,€0.00,€0.00,€158.07,€14.47,€0.00,€9.06
2023-03-23 18:26:08.718704,€0.00,€0.00,€20.94,€0.00,€36671.64,€0.00,€0.00,€0.00,€11.21,€0.00,€9.73
2023-03-24 18:26:08.718704,€0.00,€0.00,€23.87,€0.00,€36647.77,€0.00,€0.00,€0.00,€14.01,€0.00,€9.86
2023-03-25 18:26:08.718704,€0.00,€0.00,€22.49,€0.00,€36625.29,€0.00,€0.00,€0.00,€12.59,€0.00,€9.89
2023-03-26 18:26:08.718704,€0.00,€0.00,€22.52,€0.00,€36602.77,€0.00,€0.00,€0.00,€13.42,€0.00,€9.10
2023-03-27 18:26:08.718704,€0.00,€0.00,€25.31,€0.00,€36577.45,€0.00,€0.00,€0.00,€15.70,€0.00,€9.61
2023-03-28 18:26:08.718704,€0.00,€0.00,€24.71,€0.00,€36552.74,€0.00,€0.00,€0.00,€15.75,€0.00,€8.96
2023-03-29 18:26:08.718704,€0.00,€0.00,€23.73,€0.00,€36529.02,€0.00,€0.00,€0.00,€13.04,€0.00,€10.68
2023-03-30 18:26:08.718704,€0.00,€0.00,€25.66,€0.00,€36503.36,€0.00,€0.00,€0.00,€15.48,€0.00,€10.17
2023-03-31 18:26:08.718704,€0.00,€0.00,€0.00,€0.00,€36503.36,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00
2023-04-01 18:26:08.718704,€4096.00,€0.00,€180.53,€0.00,€40418.83,€0.00,€0.00,€156.68,€13.73,€0.00,€10.12
2023-04-02 18:26:08.718704,€0.00,€0.00,€22.76,€0.00,€40396.07,€0.00,€0.00,€0.00,€13.56,€0.00,€9.19
2023-04-03 18:26:08.718704,€0.00,€0.00,€25.83,€0.00,€40370.24,€0.00,€0.00,€0.00,€15.57,€0.00,€10.26
2023-04-04 18:26:08.718704,€0.00,€0.00,€26.12,€0.00,€40344.12,€0.00,€0.00,€0.00,€16.45,€0.00,€9.67
2023-04-05 18:26:08.718704,€0.00,€0.00,€885.24,€0.00,€39458.88,€863.60,€0.00,€0.00,€13.05,€0.00,€8.59
2023-04-06 18:26:08.718704,€0.00,€0.00,€22.81,€0.00,€39436.07,€0.00,€0.00,€0.00,€13.47,€0.00,€9.34
2023-04-07 18:26:08.718704,€0.00,€0.00,€25.45,€0.00,€39410.62,€0.00,€0.00,€0.00,€15.65,€0.00,€9.80
2023-04-08 18:26:08.718704,€0.00,€0.00,€151.07,€0.00,€39259.55,€0.00,€0.00,€125.31,€15.70,€0.00,€10.06
2023-04-09 18:26:08.718704,€0.00,€0.00,€24.37,€0.00,€39235.17,€0.00,€0.00,€0.00,€14.13,€0.00,€10.25
2023-04-10 18:26:08.718704,€0.00,€0.00,€459.61,€0.00,€38775.56,€0.00,€439.93,€0.00,€11.39,€0.00,€8.29
2023-04-11 18:26:08.718704,€0.00,€0.00,€22.39,€0.00,€38753.18,€0.00,€0.00,€0.00,€14.12,€0.00,€8.26
2023-04-12 18:26:08.718704,€0.00,€0.00,€23.97,€0.00,€38729.21,€0.00,€0.00,€0.00,€15.99,€0.00,€7.98
2023-04-13 18:26:08.718704,€0.00,€0.00,€23.52,€0.00,€38705.68,€0.00,€0.00,€0.00,€14.72,€0.00,€8.81
2023-04-14 18:26:08.718704,€0.00,€0.00,€20.55,€0.00,€38685.13,€0.00,€0.00,€0.00,€13.27,€0.00,€7.29
2023-04-15 18:26:08.718704,€0.00,€0.00,€481.34,€0.00,€38203.79,€0.00,€0.00,€139.97,€13.42,€318.30,€9.65
2023-04-16 18:26:08.718704,€0.00,€0.00,€24.39,€0.00,€38179.40,€0.00,€0.00,€0.00,€15.35,€0.00,€9.04
2023-04-17 18:26:08.718704,€0.00,€0.00,€22.97,€0.00,€38156.42,€0.00,€0.00,€0.00,€14.76,€0.00,€8.21
2023-04-18 18:26:08.718704,€0.00,€0.00,€25.95,€0.00,€38130.47,€0.00,€0.00,€0.00,€15.95,€0.00,€10.00
2023-04-19 18:26:08.718704,€0.00,€0.00,€22.40,€0.00,€38108.07,€0.00,€0.00,€0.00,€14.48,€0.00,€7.92
2023-04-20 18:26:08.718704,€0.00,€0.00,€21.21,€0.00,€38086.86,€0.00,€0.00,€0.00,€12.61,€0.00,€8.60
2023-04-21 18:26:08.718704,€0.00,€0.00,€21.94,€0.00,€38064.92,€0.00,€0.00,€0.00,€13.91,€0.00,€8.03
2023-04-22 18:26:08.718704,€0.00,€0.00,€173.02,€0.00,€37891.91,€0.00,€0.00,€150.74,€13.91,€0.00,€8.37
2023-04-23 18:26:08.718704,€0.00,€0.00,€23.34,€0.00,€37868.57,€0.00,€0.00,€0.00,€13.07,€0.00,€10.27
2023-04-24 18:26:08.718704,€0.00,€0.00,€24.21,€0.00,€37844.36,€0.00,€0.00,€0.00,€14.03,€0.00,€10.18
2023-04-25 18:26:08.718704,€0.00,€0.00,€23.86,€0.00,€37820.50,€0.00,€0.00,€0.00,€15.86,€0.00,€8.00
2023-04-26 18:26:08.718704,€0.00,€0.00,€23.21,€0.00,€37797.29,€0.00,€0.00,€0.00,€14.28,€0.00,€8.93
