Date,Income,Extra Income,Total Expenses,Extra Expenses,Balance,Mortgage,Car,Food,Leisure,Utilities,Other,Mortgage_Location,Car_Location,Food_Location,Leisure_Location,Utilities_Location,Other_Location,Extra_Expense_Location
2024-01-16 18:51:56.402276,€0.00,€0.00,€25.11,€0.00,€7771.88,€0.00,€0.00,€0.00,€15.79,€0.00,€9.32,"Bilbao, Spain","Bilbao, Spain","Carretera del Hospital Santa Marina a Kukullaga, Barrio Kukullaga, Otxarkoaga-Txurdinaga, Etxebarri, Bizkaia, Euskadi, 48450, España","La Collaría, Karrantza Harana/Valle de Carranza, Bizkaia, Euskadi, 09587, España","Bilbao, Spain","Cubapuelle, Treviana, La Rioja, 26214, España",
2024-01-17 18:51:56.402276,€0.00,€0.00,€23.01,€0.00,€7748.87,€0.00,€0.00,€0.00,€13.91,€0.00,€9.10,"Bilbao, Spain","Bilbao, Spain","Erbera, Maruri-Jatabe, Andraka, Bizkaia, Euskadi, 48620, España","La Pequina, Gorostiza, Zigoitia, Gorbeialdea, Araba/Álava, Euskadi, 01138, España","Bilbao, Spain","Caserío Aguirre, 1, Caserío Aguirre, Axpuru, San Millán/Donemiliaga, Arabako lautada/Llanada Alavesa, Araba/Álava, Euskadi, 01208, España",
2024-01-18 18:51:56.402276,€0.00,€0.00,€25.03,€0.00,€7723.84,€0.00,€0.00,€0.00,€14.94,€0.00,€10.09,"Bilbao, Spain","Bilbao, Spain","BI-3632, San Pedro, Txabarri, Galdames, Bizkaia, Euskadi, 48191, España","Iturrikosolo kalea, Sondika, Bizkaia, Euskadi, 48150, España","Bilbao, Spain","Calle Itxasgane, Bareño, Sopela, Andraka, Bizkaia, Euskadi, 48620, España",
2024-01-19 18:51:56.402276,€0.00,€0.00,€21.77,€0.00,€7702.07,€0.00,€0.00,€0.00,€12.93,€0.00,€8.84,"Bilbao, Spain","Bilbao, Spain","Ugarte, Gatika, Andraka, Bizkaia, Euskadi, 48620, España",España,"Bilbao, Spain","El Somo, Valderrama, Partido de la Sierra en Tobalina, Burgos, Castilla y León, España",
2024-01-20 18:51:56.402276,€0.00,€0.00,€22.29,€0.00,€7679.78,€0.00,€0.00,€0.00,€12.10,€0.00,€10.19,"Bilbao, Spain","Bilbao, Spain","Elotxelerri bidea, Elotxelerri, Loiu, Bizkaia, Euskadi, 48180, España","Zelaieta, Gautegiz Arteaga, Bizkaia, Euskadi, 48314, España","Bilbao, Spain","BI-2224, Iruzubieta, Ziortza-Bolibar, Bizkaia, Euskadi, 48278, España",
2024-01-21 18:51:56.402276,€0.00,€0.00,€21.26,€0.00,€7658.52,€0.00,€0.00,€0.00,€11.09,€0.00,€10.17,"Bilbao, Spain","Bilbao, Spain","BI-3213, Uria, Errigoiti, Bizkaia, Euskadi, 48309, España","Guriezo, Cantabria, 39788, España","Bilbao, Spain","BU-V-5024, Barrio de Mazuela, Aguas Cándidas, Rucandio, Burgos, Castilla y León, 09559, España",
2024-01-22 18:51:56.402276,€0.00,€0.00,€198.48,€0.00,€7460.05,€0.00,€0.00,€173.23,€15.14,€0.00,€10.11,"Bilbao, Spain","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España","BI-2701, Carral, Mercadillo, Sopuerta, Bizkaia, Euskadi, 48190, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2024-01-23 18:51:56.402276,€0.00,€0.00,€26.52,€0.00,€7433.52,€0.00,€0.00,€0.00,€16.94,€0.00,€9.58,"Bilbao, Spain","Bilbao, Spain","Olazabalbide kalea, Berriaga-Mendi etxe taldea - Laukariz - (La Bilbaína), Gamiz, Gamiz-Fika, Andraka, Bizkaia, Euskadi, 48620, España","Garibai auzoa, Santxolopeztegi, Oñati, Gipuzkoa, Euskadi, 20569, España","Bilbao, Spain","Depósito de agua, Poblado Ordejón de Mena, Ordejón de Mena, Valle de Mena, Burgos, Castilla y León, 09587, España",
2024-01-24 18:51:56.402276,€0.00,€0.00,€22.38,€0.00,€7411.14,€0.00,€0.00,€0.00,€14.06,€0.00,€8.33,"Bilbao, Spain","Bilbao, Spain","Camino Goiribeaskoa / Goiribeaskoa bidea, Buia, Ibaiondo, Bilbao, Bizkaia, Euskadi, 48003, España","34A, Ugalde, Okondo, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01409, España","Bilbao, Spain","Barrio Carrimón, Renedo de Piélagos, Piélagos, Cantabria, 39470, España",
2024-01-25 18:51:56.402276,€0.00,€0.00,€23.30,€0.00,€7387.84,€0.00,€0.00,€0.00,€13.98,€0.00,€9.32,"Bilbao, Spain","Bilbao, Spain","Vía Verde Montes de Hierro, La Benta, Jarralta, Boluaga, Sopuerta, Bizkaia, Euskadi, 48190, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Lezama, Bizkaia, Euskadi, 48915, España",
2024-01-26 18:51:56.402276,€0.00,€0.00,€22.45,€0.00,€7365.39,€0.00,€0.00,€0.00,€13.47,€0.00,€8.98,"Bilbao, Spain","Bilbao, Spain","Colegio de Educación Infantil y Primaria Txurdinaga, 3, Fernando Jimenez DYA kidearen kalea, Txurdinaga, Otxarkoaga-Txurdinaga, Bilbao, Bizkaia, Euskadi, 48004, España","A-3620, Aretxazar, Murga, Ayala/Aiara, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01479, España","Bilbao, Spain","Ugalden, Arrankudiaga-Zollo, Bizkaia, Euskadi, 48498, España",
2024-01-27 18:51:56.402276,€0.00,€0.00,€24.45,€0.00,€7340.94,€0.00,€0.00,€0.00,€14.64,€0.00,€9.81,"Bilbao, Spain","Bilbao, Spain","Okondo, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01409, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2024-01-28 18:51:56.402276,€0.00,€0.00,€25.05,€0.00,€7315.90,€0.00,€0.00,€0.00,€16.24,€0.00,€8.81,"Bilbao, Spain","Bilbao, Spain","16, San Román, Okondo, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01409, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Alameda Mazarredo / Mazarredo zumarkalea, Abandoibarra, Abando, Bilbao, Bizkaia, Euskadi, 48009, España",
2024-01-29 18:51:56.402276,€0.00,€0.00,€21.63,€0.00,€7294.27,€0.00,€0.00,€0.00,€12.30,€0.00,€9.33,"Bilbao, Spain","Bilbao, Spain","Kadaguako igarobidea - Corredor del Cadagua, San Pedro Goikuría, Sodupe, Güeñes, Bizkaia, Euskadi, 48830, España","sendero bolintxu, Buia, Ibaiondo, Bilbao, Bizkaia, Euskadi, 48003, España","Bilbao, Spain","Artaingo bidea, Ziordia, Sakana, 01260, España",
2024-01-30 18:51:56.402276,€0.00,€0.00,€21.78,€0.00,€7272.49,€0.00,€0.00,€0.00,€12.62,€0.00,€9.16,"Bilbao, Spain","Bilbao, Spain","Barrio Errotaiega, Iratzagorria, Gordexola, Bizkaia, Euskadi, 48182, España","San Migelgo pista, San Migel, Uharte Arakil, Sakana, Navarra - Nafarroa, 31840, España","Bilbao, Spain","Pozueta auzoa, Eleizalde, Errigoiti, Bizkaia, Euskadi, 48309, España",
2024-01-31 18:51:56.402276,€0.00,€0.00,€0.00,€0.00,€7272.49,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,"Bilbao, Spain","Bilbao, Spain","Vía Verde Montes de Hierro, Santelices, San Juan, Galdames, Bizkaia, Euskadi, 48600, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Erea, Luna, Kuartango, Añanako kuadrilla/Cuadrilla de Añana, Araba/Álava, Euskadi, 01439, España",
2024-02-01 18:51:56.402276,€4091.29,€0.00,€168.53,€1620.28,€9574.97,€0.00,€0.00,€147.84,€11.76,€0.00,€8.94,"Bilbao, Spain","Bilbao, Spain","Kobaron, Muskiz, Bizkaia, Euskadi, 48550, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Prado Molino, Bustamante, Campoo de Yuso, Cantabria, 39292, España","Bilbao - Plentzia errepidea, Ibañez Betolatza, Zamarripa, Erandio, Andraka, Bizkaia, Euskadi, 48620, España"
2024-02-02 18:51:56.402276,€0.00,€0.00,€22.02,€0.00,€9552.95,€0.00,€0.00,€0.00,€14.47,€0.00,€7.56,"Bilbao, Spain","Bilbao, Spain","Carretera de Bengolea a Trapagaran, Kareaga, Valle de Trápaga-Trapagaran, Bizkaia, Euskadi, 48093, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Área Recreativa Fuente la Choza (Oeste), BI-4532, Lendoño Goikoa / Lendoño de Arriba, Urduña/Orduña, Bizkaia, Euskadi, 48460, España",
2024-02-03 18:51:56.402276,€0.00,€0.00,€23.79,€0.00,€9529.16,€0.00,€0.00,€0.00,€14.70,€0.00,€9.09,"Bilbao, Spain","Bilbao, Spain","11, Motxotekale kalea/Calle Motxotekale, Lamuza-Lusurbeilanda, Laudio/Llodio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01400, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2024-02-04 18:51:56.402276,€0.00,€0.00,€24.89,€0.00,€9504.27,€0.00,€0.00,€0.00,€14.07,€0.00,€10.82,"Bilbao, Spain","Bilbao, Spain","Arteandi, Orozko, Bizkaia, Euskadi, 48410, España","Legortxiker, Dehesas Agregadas de Zuya, Zuia, Gorbeialdea, Araba/Álava, Euskadi, 01139, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2024-02-05 18:51:56.402276,€0.00,€0.00,€837.12,€0.00,€8667.15,€814.13,€0.00,€0.00,€12.71,€0.00,€10.27,"Bilbao, Spain","Bilbao, Spain","Museo de la Minería y Centro de Interpretación de Concha II, Campo Diego Auzoa, Santa Juliana, Gallarta, Abanto y Ciérvana-Abanto Zierbena, Bizkaia, Euskadi, 48500, España","Calle Burgo de Osma, Granja San Pedro, Medina de Pomar, Burgos, Castilla y León, 09513, España","Bilbao, Spain","Soba, Cantabria, 48895, España",
2024-02-06 18:51:56.402276,€0.00,€0.00,€24.32,€0.00,€8642.83,€0.00,€0.00,€0.00,€14.87,€0.00,€9.44,"Bilbao, Spain","Bilbao, Spain","Errigoiti, Busturia, Bizkaia, Euskadi, 48309, España",España,"Bilbao, Spain","Carretera de Bengolea a Trapagaran, Kareaga, Barakaldo, Bizkaia, Euskadi, 48093, España",
2024-02-07 18:51:56.402276,€0.00,€0.00,€23.80,€0.00,€8619.03,€0.00,€0.00,€0.00,€13.62,€0.00,€10.18,"Bilbao, Spain","Bilbao, Spain","BI-R1 Barakaldo-La Arena Bidegorria, San Mamés, Arena / La Arena, Zierbena, Bizkaia, Euskadi, 48508, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Miranda-Larrazubi errepidea/Carretera Miranda-Puentelarrá, Fontecha, Lantarón, Añanako kuadrilla/Cuadrilla de Añana, Araba/Álava, Euskadi, 01423, España",
2024-02-08 18:51:56.402276,€0.00,€0.00,€192.98,€0.00,€8426.05,€0.00,€0.00,€165.90,€17.82,€0.00,€9.25,"Bilbao, Spain","Bilbao, Spain","32, Barrio Monte Caramelo / Mintegitxueta auzoa, Mintegitxueta, Basurtu-Zorrotza, Bilbao, Bizkaia, Euskadi, 48002, España","Koate auzoa, Legorreta, Gipuzkoa, Euskadi, 20250, España","Bilbao, Spain","Los Salitres, Rojas, Burgos, Castilla y León, España",
2024-02-09 18:51:56.402276,€0.00,€0.00,€24.20,€0.00,€8401.86,€0.00,€0.00,€0.00,€14.69,€0.00,€9.51,"Bilbao, Spain","Bilbao, Spain","El Campillo, Ubieta, Güeñes, Bizkaia, Euskadi, 48850, España","Acceso a Aldea de Ebro, Aldea de Ebro, Valdeprado del Río, Cantabria, 39213, España","Bilbao, Spain","Dolmen Zeontza, Desamendiko bidea, Aralar mendilerroa / Sierra de Aralar, Larraun-Leitzaldea, España",
2024-02-10 18:51:56.402276,€0.00,€0.00,€418.12,€0.00,€7983.73,€0.00,€392.56,€0.00,€14.51,€0.00,€11.05,"Bilbao, Spain","Bilbao, Spain","Bentako Erreka, Ugao-Miraballes, Bizkaia, Euskadi, 48490, España","Carrasquedo, Valle de Tobalina, Burgos, Castilla y León, España","Bilbao, Spain","BI-3513, Elexabeitia, Artea, Bizkaia, Euskadi, 48142, España",
2024-02-11 18:51:56.402276,€0.00,€0.00,€25.15,€0.00,€7958.58,€0.00,€0.00,€0.00,€14.82,€0.00,€10.33,"Bilbao, Spain","Bilbao, Spain","Polígono Industrial Erletxes, Galdakao, Bizkaia, Euskadi, 48915, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2024-02-12 18:51:56.402276,€0.00,€0.00,€23.93,€0.00,€7934.65,€0.00,€0.00,€0.00,€15.94,€0.00,€7.99,"Bilbao, Spain","Bilbao, Spain","Calle Txomin Egileor, Kurtzea, Galdakao, Bizkaia, Euskadi, 48960, España","Camino viejo Logroño-Fuenmayor, Logroño, La Rioja, 26360, España","Bilbao, Spain","Puente de los Mazos, Merindad de Sotoscueva, Burgos, Castilla y León, España",
2024-02-13 18:51:56.402276,€0.00,€0.00,€22.99,€0.00,€7911.66,€0.00,€0.00,€0.00,€13.65,€0.00,€9.33,"Bilbao, Spain","Bilbao, Spain","Urezarantza, Gorliz, Andraka, Bizkaia, Euskadi, 48620, España","Los Claros, Bañares, La Rioja, 26257, España","Bilbao, Spain","Olatxua-Olabarri, Errigoiti, Arrieta, Bizkaia, Euskadi, 40102, España",
2024-02-14 18:51:56.402276,€0.00,€0.00,€24.74,€0.00,€7886.92,€0.00,€0.00,€0.00,€14.82,€0.00,€9.93,"Bilbao, Spain","Bilbao, Spain","Gr123, Armintza, Lemoiz, Andraka, Bizkaia, Euskadi, 48620, España","Done Sebastian, Ustara Auzoa, Arrankudiaga-Zollo, Bizkaia, Euskadi, 48498, España","Bilbao, Spain","San Isidro bulevar, San Isidro, Derio, Andraka, Bizkaia, Euskadi, 48620, España",
2024-02-15 18:51:56.402276,€0.00,€0.00,€425.24,€0.00,€7461.68,€0.00,€0.00,€125.04,€11.84,€278.17,€10.20,"Bilbao, Spain","Bilbao, Spain","BI-2704, Urduliz, Andraka, Bizkaia, Euskadi, 48620, España","Barrio Peñas, Arostegi, Ugarte, Erandio, Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Armintza, Lemoiz, Andraka, Bizkaia, Euskadi, 48620, España",
2024-02-16 18:51:56.402276,€0.00,€0.00,€25.13,€0.00,€7436.56,€0.00,€0.00,€0.00,€14.83,€0.00,€10.30,"Bilbao, Spain","Bilbao, Spain","Zuiako Markesaren kalea, Elexalde, Getxo, Andraka, Bizkaia, Euskadi, 48993, España","Parbayón, Piélagos, Cantabria, 39612, España","Bilbao, Spain","Mendata, Bizkaia, Euskadi, 48382, España",
2024-02-17 18:51:56.402276,€0.00,€0.00,€23.72,€0.00,€7412.83,€0.00,€0.00,€0.00,€15.57,€0.00,€8.15,"Bilbao, Spain","Bilbao, Spain","Elexalde, Basauri, Bizkaia, Euskadi, 48480, España","94623, Goiko Iragako bidea, Lesaka, Baztan-Bidasoa, Navarra - Nafarroa, 31789, España","Bilbao, Spain",España,
2024-02-18 18:51:56.402276,€0.00,€0.00,€25.02,€0.00,€7387.81,€0.00,€0.00,€0.00,€15.51,€0.00,€9.51,"Bilbao, Spain","Bilbao, Spain","7Bis, Barrio Aldai, Barakaldo, Bizkaia, Euskadi, 48903, España","Prado de la Espina, Camino de Celada, Quintanilla San Román, Alfoz de Bricia, Burgos, Castilla y León, España","Bilbao, Spain","Briones, La Rioja, 26338, España",
2024-02-19 18:51:56.402276,€0.00,€0.00,€21.73,€0.00,€7366.08,€0.00,€0.00,€0.00,€11.53,€0.00,€10.20,"Bilbao, Spain","Bilbao, Spain","Arrankudiaga, Arrankudiaga-Zollo, Bizkaia, Euskadi, 48498, España","BU-553, El Paraíso, San Pantaleón de Losa, Valle de Losa, Burgos, Castilla y León, España","Bilbao, Spain","Magaltza, 24, BI-3214, Libao, Jainko-Oleaga, Arrieta, Bizkaia, Euskadi, 48114, España",
2024-02-20 18:51:56.402276,€0.00,€0.00,€21.84,€0.00,€7344.25,€0.00,€0.00,€0.00,€12.39,€0.00,€9.44,"Bilbao, Spain","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España","BU-561, Quintanabaldo, Merindad de Valdeporres, Burgos, Castilla y León, 09574, España","Bilbao, Spain","Bidegorria (Erandiotik Mungiara arteko antzinako trenbidea), Zabalondo industrialdea, Maurola, Mungia, Andraka, Bizkaia, Euskadi, 48620, España",
2024-02-21 18:51:56.402276,€0.00,€0.00,€20.75,€0.00,€7323.50,€0.00,€0.00,€0.00,€11.04,€0.00,€9.71,"Bilbao, Spain","Bilbao, Spain","Lobabide kalea, Berriaga-Mendi etxe taldea - Laukariz - (La Bilbaína), Mungia, Andraka, Bizkaia, Euskadi, 48620, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Solórzano-Bádames, Fresnedo, Solórzano, Cantabria, 39738, España",
2024-02-22 18:51:56.402276,€0.00,€0.00,€171.39,€0.00,€7152.11,€0.00,€0.00,€145.79,€14.38,€0.00,€11.22,"Bilbao, Spain","Bilbao, Spain","Ganzabal, Nortza, Güeñes, Bizkaia, Euskadi, 48840, España",España,"Bilbao, Spain","Jandiola, Okondo, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01409, España",
2024-02-23 18:51:56.402276,€0.00,€0.00,€24.33,€0.00,€7127.77,€0.00,€0.00,€0.00,€13.40,€0.00,€10.94,"Bilbao, Spain","Bilbao, Spain","2, Camino Zorrozgoiti / Zorrozgoitibidea, Zorrotza, Basurtu-Zorrotza, Bilbao, Bizkaia, Euskadi, 48013, España","Puerto de Pozazal-Polientes, Rebollar de Ebro, Polientes, Valderredible, Cantabria, 39250, España","Bilbao, Spain","Andraka, Bizkaia, Euskadi, 48620, España",
2024-02-24 18:51:56.402276,€0.00,€0.00,€23.97,€0.00,€7103.81,€0.00,€0.00,€0.00,€14.69,€0.00,€9.28,"Bilbao, Spain","Bilbao, Spain","BI-2524, Olatxu, Arkulanda, Zubialde, Zeberio, Bizkaia, Euskadi, 48148, España","Arteta - Aizpún, Axerizulo, Arteta, Valle de Ollo/Ollaran, Ibarrak / Valles, 31172, España","Bilbao, Spain","Camino de Lasuras, Golernio, Condado de Treviño, Burgos, Castilla y León, 09215, España",
2024-02-25 18:51:56.402276,€0.00,€0.00,€21.52,€0.00,€7082.28,€0.00,€0.00,€0.00,€11.44,€0.00,€10.09,"Bilbao, Spain","Bilbao, Spain","8, Calle Rafaela Ybarra / Rafaela Ybarra kalea, Deustuko Doneperiaga, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48014, España","GI-3301, Krabelin, Gorosta, Eibar, Debabarrena, Gipuzkoa, Euskadi, 20600, España","Bilbao, Spain",España,
2024-02-26 18:51:56.402276,€0.00,€0.00,€24.07,€0.00,€7058.21,€0.00,€0.00,€0.00,€15.24,€0.00,€8.84,"Bilbao, Spain","Bilbao, Spain","Vía Chiquita, Kobaron, Muskiz, Bizkaia, Euskadi, 48550, España","BU-562, Butrera, Cornejo, Merindad de Sotoscueva, Burgos, Castilla y León, 09568, España","Bilbao, Spain","Urberde, Igeldo, Mendebaldea, Donostia/San Sebastián, Gipuzkoa, Euskadi, 20170, España",
2024-02-27 18:51:56.402276,€0.00,€0.00,€24.89,€0.00,€7033.32,€0.00,€0.00,€0.00,€15.16,€0.00,€9.73,"Bilbao, Spain","Bilbao, Spain","Aresti bidea, Zangroiz, Sondika, Bizkaia, Euskadi, 48150, España","BU-V-5545, Barrio Abajo, San Bartolomé, Valle de Mena, Burgos, Castilla y León, 09586, España","Bilbao, Spain","Senda de los frailes, Alangua, Agurain/Salvatierra, Arabako lautada/Llanada Alavesa, Araba/Álava, Euskadi, 01207, España",
2024-02-28 18:51:56.402276,€0.00,€0.00,€22.65,€0.00,€7010.66,€0.00,€0.00,€0.00,€13.40,€0.00,€9.25,"Bilbao, Spain","Bilbao, Spain","16, Telleria kalea/Calle Tejería, Santa Cruz de Llodio, Larrazabal-Gardea, Laudio/Llodio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01400, España","Sidrería Larritu, A-624, Baranbio, Amurrio, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01450, España","Bilbao, Spain","Lezamako trenbide zaharra kalea, Asunción, Uribarri, Bilbao, Bizkaia, Euskadi, 48007, España",
2024-02-29 18:51:56.402276,€0.00,€0.00,€23.68,€0.00,€6986.98,€0.00,€0.00,€0.00,€13.62,€0.00,€10.06,"Bilbao, Spain","Bilbao, Spain","Bereza bidea, Izarza, Sondika, Bizkaia, Euskadi, 48150, España","3, Calle Egaña / Egaña kalea, Autonomia, Abando, Bilbao, Bizkaia, Euskadi, 48010, España","Bilbao, Spain","Barrio Villanueva, Las Acacias, San Juan, Muskiz, Bizkaia, Euskadi, 48550, España",
2024-03-01 18:51:56.402276,€4132.19,€0.00,€151.24,€0.00,€10967.93,€0.00,€0.00,€126.28,€15.24,€0.00,€9.72,"Bilbao, Spain","Bilbao, Spain","Plaza San Pío X / San Pio X.aren plaza, Deustuko Doneperiaga, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48011, España","Camino de Itxina, Baríndano, Zudaire, Améscoa Baja, Estellerria / Tierra Estella, Navarra - Nafarroa, España","Bilbao, Spain","Bedarra, Otxarkoaga-Txurdinaga, Bilbao, Bizkaia, Euskadi, 48004, España",
2024-03-02 18:51:56.402276,€0.00,€0.00,€24.55,€0.00,€10943.38,€0.00,€0.00,€0.00,€15.46,€0.00,€9.09,"Bilbao, Spain","Bilbao, Spain","Landa, Loiu, Bizkaia, Euskadi, 48150, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","BI-3705, Ibañez Betolatza, Zamarripa, Erandio, Bizkaia, Euskadi, 48620, España",
2024-03-03 18:51:56.402276,€0.00,€0.00,€26.93,€0.00,€10916.45,€0.00,€0.00,€0.00,€16.20,€0.00,€10.73,"Bilbao, Spain","Bilbao, Spain","Cl. Cuesta Usategi Kl., Alde Zaharra, Getxo, Andraka, Bizkaia, Euskadi, 48620, España","Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","El Arbolar de Don Maisimo, Güeñes, Bizkaia, Euskadi, 48820, España",
2024-03-04 18:51:56.402276,€0.00,€0.00,€23.32,€0.00,€10893.13,€0.00,€0.00,€0.00,€13.72,€0.00,€9.60,"Bilbao, Spain","Bilbao, Spain","BI-2604, Gordexola, Bizkaia, Euskadi, 48182, España","Sur Hoyo Castrejon SHC Nº24, Calzada de las Peñas, Miera, Cantabria, 39723, España","Bilbao, Spain","Calle Lakuzubia, Ascarza, Condado de Treviño, Burgos, Castilla y León, España",
2024-03-05 18:51:56.402276,€0.00,€0.00,€717.02,€0.00,€10176.10,€690.19,€0.00,€0.00,€14.77,€0.00,€12.06,"Bilbao, Spain","Bilbao, Spain","Launtzain, Artea, Bizkaia, Euskadi, 48143, España","Los Castaños de San Pedro, Güeñes, Bizkaia, Euskadi, 48820, España","Bilbao, Spain","GR-85, Estación de Cadagua, Cadagua, Junta de Traslaloma, Burgos, Castilla y León, 09587, España",
2024-03-06 18:51:56.402276,€0.00,€0.00,€24.40,€0.00,€10151.70,€0.00,€0.00,€0.00,€14.94,€0.00,€9.46,"Bilbao, Spain","Bilbao, Spain","sendero bolintxu, Buia, Ibaiondo, Bilbao, Bizkaia, Euskadi, 48003, España","Irabien, El Arenal, Respaldiza/Arrespalditza, Ayala/Aiara, Aiarako kuadrilla/Cuadrilla de Ayala, Araba/Álava, Euskadi, 01476, España","Bilbao, Spain","GI-3651, Txurruka, Soraluze-Placencia de las Armas, Debabarrena, Gipuzkoa, Euskadi, 20590, España",
2024-03-07 18:51:56.402276,€0.00,€0.00,€23.73,€0.00,€10127.97,€0.00,€0.00,€0.00,€13.07,€0.00,€10.66,"Bilbao, Spain","Bilbao, Spain","Barrio La Lejana auzoa, Picuí, Ortuella, Bizkaia, Euskadi, 48530, España","Autovía del Cantábrico, Llatazos, Liendo, Cantabria, 39776, España","Bilbao, Spain","BEC Bilbao Exhibition Centre, Calle Andalucía / Andalucia kalea, Arteagabeitia, Barakaldo, Bizkaia, Euskadi, 48902, España",
2024-03-08 18:51:56.402276,€0.00,€0.00,€163.94,€0.00,€9964.03,€0.00,€0.00,€137.61,€16.32,€0.00,€10.00,"Bilbao, Spain","Bilbao, Spain","Boroa enpresa parkea, Parque Empresarial Boroa / Boroa enpresa parkea, Amorebieta-Etxano, Bizkaia, Euskadi, 48340, España","Carretera a Picón Blanco, Berrueza, Espinosa de los Monteros, Burgos, Castilla y León, 09560, España","Bilbao, Spain","La Estación, Calzada de Bureba, Fuentebureba, Burgos, Castilla y León, España",
2024-03-09 18:51:56.402276,€0.00,€0.00,€23.41,€0.00,€9940.61,€0.00,€0.00,€0.00,€12.28,€0.00,€11.14,"Bilbao, Spain","Bilbao, Spain","Barrio Azordoiaga, Azordoiaga, La Barranca, Alonsotegi, Bizkaia, Euskadi, 48810, España","Larrabizker kalea, Basozabal, Mungia, Andraka, Bizkaia, Euskadi, 48620, España","Bilbao, Spain","Lauroeta (Urdaneta), Loiu - Gatika errepidea, Loiu, Andraka, Bizkaia, Euskadi, 48620, España",
2024-03-10 18:51:56.402276,€0.00,€0.00,€389.34,€0.00,€9551.27,€0.00,€365.89,€0.00,€14.90,€0.00,€8.56,"Bilbao, Spain","Bilbao, Spain","pista desaparecida entre la maleza, Castro-Urdiales, Cantabria, 48550, España","El Hierro, Gordexola, Bizkaia, Euskadi, 48182, España","Bilbao, Spain","Pista de los Alemanes, Ranero, Guriezo, Cantabria, 39788, España",
2024-03-11 18:51:56.402276,€0.00,€0.00,€25.01,€0.00,€9526.26,€0.00,€0.00,€0.00,€16.52,€0.00,€8.49,"Bilbao, Spain","Bilbao, Spain","BI-2124, Igartua, Urresti, Gatika, Andraka, Bizkaia, Euskadi, 48620, España","9, Calle José Miguel Barandiarán kalea, Zuazo de San Millán/Zuhatzu Donemiliaga, San Millán/Donemiliaga, Arabako lautada/Llanada Alavesa, Araba/Álava, Euskadi, 01208, España","Bilbao, Spain","Itxilarra, Markinez, Bernedo, Montaña Alavesa/Arabako Mendialdea, Araba/Álava, Euskadi, 01216, España",
2024-03-12 18:51:56.402276,€0.00,€0.00,€22.89,€0.00,€9503.38,€0.00,€0.00,€0.00,€13.78,€0.00,€9.11,"Bilbao, Spain","Bilbao, Spain","Done Tomas, BI-4118, Ganbe, Gardoa, Morga, Andraka, Bizkaia, Euskadi, 48620, España","Mundiogaña, Aginaga auzoa, Errekagaizto (Malo), Agiñaga, Eibar, Debabarrena, Bizkaia, Euskadi, 48270, España","Bilbao, Spain","BU-554, Cerezo, Mercadillo (Entrambasaguas), Villasana de Mena, Valle de Mena, Burgos, Castilla y León, 09585, España",
2024-03-13 18:51:56.402276,€0.00,€0.00,€24.19,€0.00,€9479.19,€0.00,€0.00,€0.00,€15.32,€0.00,€8.87,"Bilbao, Spain","Bilbao, Spain","Eroso-Ugarte, Bedia, Bizkaia, Euskadi, 48390, España","Camino de Salcedo a Población de Arriba, Población de Arriba, Valderredible, Cantabria, 39230, España","Bilbao, Spain","Valián, Quintanilla San García, Burgos, Castilla y León, España",
